,Text,Label
0,A,O
1,few,O
2,days,O
3,after,O
4,details,O
5,about,O
6,the,O
7,CVE,O
8,-,O
9,2017,O
10,-,O
11,11882,O
12,Microsoft,O
13,Office,O
14,flaw,O
15,were,O
16,publicly,O
17,disclosed,O
18,",",O
19,the,O
20,firm,O
21,Reversing,O
22,Lab,O
23,observed,O
24,Cobalt,B-Actor
25,group,I-Actor
26,using,O
27,it,O
28,.,O
29,A,O
30,few,O
31,days,O
32,after,O
33,details,O
34,about,O
35,the,O
36,CVE,O
37,-,O
38,2017,O
39,-,O
40,11882,O
41,Microsoft,O
42,Office,O
43,vulnerability,O
44,were,O
45,publicly,O
46,disclosed,O
47,",",O
48,security,O
49,experts,O
50,from,O
51,firm,O
52,Reversing,O
53,Lab,O
54,observed,O
55,criminal,O
56,gang,O
57,using,O
58,it,O
59,in,O
60,the,O
61,wild,O
62,.,O
63,The,O
64,gang,O
65,is,O
66,the,O
67,notorious,O
68,Cobalt,B-Actor
69,hacking,O
70,group,O
71,that,O
72,across,O
73,the,O
74,years,O
75,targeted,O
76,banks,B-Target
77,and,O
78,financial,B-Target
79,institutions,I-Target
80,worldwide,O
81,.,O
82,The,O
83,flaw,O
84,is,O
85,a,O
86,memory,O
87,-,O
88,corruption,O
89,issue,O
90,that,O
91,affects,O
92,all,O
93,versions,O
94,of,O
95,Microsoft,O
96,Office,O
97,released,O
98,in,O
99,the,O
100,past,O
101,17,O
102,years,O
103,",",O
104,including,O
105,the,O
106,latest,O
107,Microsoft,O
108,Office,O
109,365,O
110,.,O
111,The,O
112,vulnerability,O
113,could,O
114,be,O
115,triggered,O
116,on,O
117,all,O
118,versions,O
119,of,O
120,Windows,O
121,operating,O
122,system,O
123,",",O
124,including,O
125,the,O
126,latest,O
127,Microsoft,O
128,Windows,O
129,10,O
130,Creators,O
131,Update,O
132,.,O
133,The,O
134,CVE,O
135,-,O
136,2017,O
137,-,O
138,11882,O
139,flaw,O
140,was,O
141,discovered,O
142,by,O
143,the,O
144,security,O
145,researchers,O
146,at,O
147,Embedi,O
148,",",O
149,it,O
150,affects,O
151,the,O
152,MS,O
153,Office,O
154,component,O
155,EQNEDT32,O
156,.,O
157,EXE,O
158,that,O
159,is,O
160,responsible,O
161,for,O
162,insertion,O
163,and,O
164,editing,O
165,of,O
166,equations,O
167,(,O
168,OLE,O
169,objects,O
170,),O
171,in,O
172,documents,O
173,.,O
174,The,O
175,component,O
176,fails,O
177,to,O
178,properly,O
179,handle,O
180,objects,O
181,in,O
182,the,O
183,memory,O
184,",",O
185,a,O
186,bug,O
187,that,O
188,could,O
189,be,O
190,exploited,O
191,by,O
192,the,O
193,attacker,O
194,to,O
195,execute,O
196,malicious,O
197,code,O
198,in,O
199,the,O
200,context,O
201,of,O
202,the,O
203,logged,O
204,-,O
205,in,O
206,user,O
207,.,O
208,The,O
209,EQNEDT32,O
210,.,O
211,EXE,O
212,component,O
213,was,O
214,introduced,O
215,in,O
216,Microsoft,O
217,Office,O
218,2000,O
219,seventeen,O
220,years,O
221,ago,O
222,and,O
223,affects,O
224,Microsoft,O
225,Office,O
226,2007,O
227,and,O
228,later,O
229,because,O
230,the,O
231,component,O
232,was,O
233,maintained,O
234,to,O
235,maintain,O
236,the,O
237,backward,O
238,compatibility,O
239,.,O
240,According,O
241,to,O
242,Reversing,O
243,Labs,O
244,",",O
245,the,O
246,Cobalt,B-Actor
247,group,I-Actor
248,is,O
249,now,O
250,targeting,O
251,organizations,O
252,with,O
253,malicious,O
254,email,O
255,using,O
256,specifically,O
257,crafted,O
258,RTF,O
259,documents,O
260,that,O
261,trigger,O
262,the,O
263,CVE,O
264,-,O
265,2017,O
266,-,O
267,11882,O
268,flaw,O
269,.,O
270,The,O
271,availability,O
272,online,O
273,of,O
274,many,O
275,exploits,O
276,of,O
277,the,O
278,of,O
279,CVE,O
280,-,O
281,2017,O
282,-,O
283,11882,O
284,will,O
285,allows,O
286,threat,O
287,actors,O
288,to,O
289,rapidly,O
290,use,O
291,the,O
292,hacking,O
293,code,O
294,in,O
295,their,O
296,operations,O
297,.,O
298,Other,O
299,proof,O
300,of,O
301,concept,O
302,(,O
303,PoC,O
304,),O
305,exploits,O
306,are,O
307,available,O
308,online,O
309,:,O
310,The,O
311,infection,O
312,chain,O
313,would,O
314,go,O
315,through,O
316,multiple,O
317,steps,O
