,Text,Label
0,The,O
1,APT28,B-Actor
2,group,O
3,is,O
4,trying,O
5,to,O
6,exploit,O
7,the,O
8,CVE,O
9,-,O
10,2017,O
11,-,O
12,11292,O
13,Flash,O
14,zero,O
15,-,O
16,day,O
17,before,O
18,users,O
19,receive,O
20,patches,O
21,or,O
22,update,O
23,their,O
24,systems,O
25,.,O
26,Security,O
27,experts,O
28,at,O
29,Proofpoint,O
30,collected,O
31,evidence,O
32,of,O
33,several,O
34,malware,O
35,campaigns,O
36,",",O
37,powered,O
38,by,O
39,the,O
40,Russian,O
41,APT28,B-Actor
42,group,O
43,",",O
44,that,O
45,rely,O
46,on,O
47,a,O
48,Flash,O
49,zero,O
50,-,O
51,day,O
52,vulnerability,O
53,that,O
54,Adobe,O
55,patched,O
56,earlier,O
57,this,O
58,week,O
59,.,O
60,According,O
61,to,O
62,the,O
63,experts,O
64,who,O
65,observed,O
66,attacks,O
67,on,O
68,organizations,B-Target
69,across,O
70,Europe,O
71,and,O
72,in,O
73,the,O
74,US,O
75,",",O
76,the,O
77,APT28,B-Actor
78,group,O
79,is,O
80,trying,O
81,to,O
82,exploit,O
83,the,O
84,CVE,O
85,-,O
86,2017,O
87,-,O
88,11292,O
89,zero,O
90,-,O
91,day,O
92,before,O
93,users,O
94,receive,O
95,patches,O
96,or,O
97,update,O
98,their,O
99,systems,O
100,.,O
101,The,O
102,state,O
103,-,O
104,sponsored,O
105,hackers,O
106,focused,O
107,their,O
108,attacks,O
109,on,O
110,state,O
111,departments,O
112,and,O
113,private,O
114,-,O
115,sector,O
116,businesses,O
117,in,O
118,the,O
119,aerospace,B-Target
120,industry,O
121,.,O
122,“,O
123,On,O
124,Tuesday,O
125,",",O
126,October,O
127,18,O
128,",",O
129,Proofpoint,O
130,researchers,O
131,detected,O
132,a,O
133,malicious,O
134,Microsoft,O
135,Word,O
136,attachment,O
137,exploiting,O
138,a,O
139,recently,O
140,patched,O
141,Adobe,O
142,Flash,O
143,vulnerability,O
144,",",O
145,CVE,O
146,-,O
147,2017,O
148,-,O
149,11292,O
150,.,O
151,We,O
152,attributed,O
153,this,O
154,attack,O
155,to,O
156,APT28,B-Actor
157,(,O
158,also,O
159,known,O
160,as,O
161,Sofacy,B-Actor
162,"),",O
163,a,O
164,Russian,O
165,state,O
166,-,O
167,sponsored,O
168,group,O
169,.”,O
170,states,O
171,the,O
172,report,O
173,published,O
174,by,O
175,Proofpoint,O
176,.,O
177,“,O
178,Targeting,O
179,data,O
180,for,O
181,this,O
182,campaign,O
183,is,O
184,limited,O
185,but,O
186,some,O
187,emails,O
188,were,O
189,sent,O
190,to,O
191,foreign,O
192,government,O
193,entities,O
194,equivalent,O
195,to,O
196,the,O
197,State,O
198,Department,O
199,and,O
200,private,O
201,-,O
202,sector,O
203,businesses,O
204,in,O
205,the,O
206,aerospace,B-Target
207,industry,O
208,.,O
209,The,O
210,known,O
211,geographical,O
212,targeting,O
213,appears,O
214,broad,O
215,",",O
216,including,O
217,Europe,O
218,and,O
219,the,O
220,United,O
221,States,O
222,.,O
223,The,O
224,emails,O
225,were,O
226,sent,O
227,from,O
228,free,O
229,email,O
230,services,O
231,.”,O
232,The,O
233,patch,O
234,was,O
235,released,O
236,on,O
237,Monday,O
238,",",O
239,October,O
240,16,O
241,",",O
242,at,O
243,that,O
244,time,O
245,Kaspersky,O
246,detected,O
247,attacks,O
248,leveraging,O
249,the,O
250,CVE,O
251,-,O
252,2017,O
253,-,O
254,11292,O
255,allegedly,O
256,conducted,O
257,by,O
258,the,O
259,BlackOasis,B-Actor
260,APT,O
261,group,O
262,.,O
263,Researchers,O
264,believe,O
265,that,O
266,APT28,B-Actor
267,was,O
268,also,O
269,in,O
270,possession,O
271,of,O
272,the,O
273,exploit,O
274,(,O
275,whether,O
276,purchased,O
277,",",O
278,discovered,O
279,on,O
280,their,O
281,own,O
282,",",O
283,or,O
284,reverse,O
285,engineered,O
286,from,O
287,the,O
288,BlackOasis,B-Malware
289,attack,O
290,"),",O
291,and,O
292,is,O
293,trying,O
294,to,O
295,use,O
296,it,O
297,in,O
298,targeted,O
299,attacks,O
300,.,O
301,The,O
302,APT28,B-Actor
303,rushed,O
304,to,O
305,assemble,O
306,the,O
307,exploit,O
308,and,O
309,the,O
310,distribution,O
311,campaign,O
312,",",O
313,reusing,O
314,code,O
315,from,O
316,past,O
317,attacks,O
318,",",O
319,the,O
320,APT28,B-Actor
321,hackers,O
322,did,O
323,the,O
324,same,O
325,in,O
326,May,O
327,after,O
328,Microsoft,O
329,patched,O
330,three,O
331,zero,O
332,-,O
333,days,O
334,flaws,O
335,exploited,O
336,by,O
337,the,O
338,Russian,O
339,APT,O
340,group,O
341,.,O
342,Back,O
343,to,O
344,the,O
345,present,O
346,",",O
347,researchers,O
348,believe,O
349,the,O
350,APT28,B-Actor
351,found,O
352,a,O
353,way,O
354,to,O
355,exploit,O
356,the,O
357,CVE,O
358,-,O
359,2017,O
360,-,O
361,11292,O
362,",",O
363,it,O
364,is,O
365,unclear,O
366,if,O
367,they,O
368,purchased,O
369,the,O
370,zero,O
371,-,O
372,day,O
373,or,O
374,reverse,O
375,engineered,O
376,it,O
377,from,O
378,the,O
379,BlackOasis,B-Malware
380,attack,O
381,.,O
382,The,O
383,researchers,O
384,noticed,O
385,that,O
386,the,O
387,recent,O
388,attacks,O
389,exploiting,O
390,the,O
391,CVE,O
392,-,O
393,2017,O
394,-,O
395,11292,O
396,flaw,O
397,employed,O
398,the,O
399,same,O
400,old,O
401,DealersChoice,B-Malware
402,malware,O
403,",",O
404,a,O
405,Flash,O
406,exploit,O
407,framework,O
408,also,O
409,used,O
410,by,O
411,the,O
412,APT28,B-Actor
413,group,O
414,against,O
415,Montenegro,O
416,.,O
417,When,O
418,the,O
419,target,O
420,user,O
421,opens,O
422,these,O
423,the,O
424,weaponized,O
425,files,O
426,",",O
427,DealersChoice,B-Malware
428,contacts,O
429,the,O
430,remote,O
431,server,O
432,to,O
433,download,O
434,the,O
435,CVE,O
436,-,O
437,2017,O
438,-,O
439,11292,O
440,exploit,O
441,code,O
442,and,O
443,execute,O
444,it,O
445,.,O
446,“,O
447,The,O
448,document,O
449,“,O
450,World,O
451,War,O
452,3,O
453,.,O
454,docx,O
455,”,O
456,contacts,O
457,DealersChoice,B-Malware
458,.,O
459,B,O
460,",",O
461,APT28,B-Actor
462,’,O
463,s,O
464,attack,O
465,framework,O
466,that,O
467,allows,O
468,loading,O
469,exploit,O
470,code,O
471,on,O
472,-,O
473,demand,O
474,from,O
475,a,O
476,command,O
477,and,O
478,control,O
479,(,O
480,C,O
481,&,O
482,C,O
483,),O
484,server,O
485,.,O
486,DealersChoice,B-Malware
487,has,O
488,previously,O
489,been,O
490,used,O
491,to,O
492,exploit,O
493,a,O
494,variety,O
495,of,O
496,Flash,O
497,vulnerabilities,O
498,",",O
499,including,O
500,CVE,O
501,-,O
502,2015,O
503,-,O
504,7645,O
505,",",O
506,CVE,O
507,-,O
508,2016,O
509,-,O
510,1019,O
511,",",O
512,CVE,O
513,-,O
514,2016,O
515,-,O
516,4117,O
517,",",O
518,and,O
519,CVE,O
520,-,O
521,2016,O
522,-,O
523,7855,O
524,via,O
525,embedded,O
526,objects,O
527,in,O
528,crafted,O
529,Microsoft,O
530,Word,O
531,documents,O
532,.”,O
533,continues,O
534,the,O
535,report,O
536,.,O
537,The,O
538,Proofpoint,O
539,researcher,O
540,Kafeine,O
541,",",O
542,confirmed,O
543,his,O
544,company,O
545,currently,O
546,trying,O
547,to,O
548,take,O
549,down,O
550,C,O
551,&,O
552,C,O
553,servers,O
554,associated,O
555,with,O
556,the,O
557,DealersChoice,B-Malware
558,attack,O
559,framework,O
560,used,O
561,in,O
562,the,O
563,CVE,O
564,-,O
565,2017,O
566,-,O
567,11292,O
568,attacks,O
569,.,O
570,“,O
571,APT28,B-Actor
572,appears,O
573,to,O
574,be,O
575,moving,O
576,rapidly,O
577,to,O
578,exploit,O
579,this,O
580,newly,O
581,documented,O
582,vulnerability,O
583,before,O
584,the,O
585,available,O
586,patch,O
587,is,O
588,widely,O
589,deployed,O
590,.,O
591,Because,O
592,Flash,O
593,is,O
594,still,O
595,present,O
596,on,O
597,a,O
598,high,O
599,percentage,O
600,of,O
601,systems,O
602,and,O
603,this,O
604,vulnerability,O
605,affects,O
606,all,O
607,major,O
608,operating,O
609,systems,O
610,",",O
611,it,O
612,is,O
613,critical,O
614,that,O
615,organizations,O
616,and,O
617,end,O
618,users,O
619,apply,O
620,the,O
621,Adobe,O
622,patch,O
623,immediately,O
624,.,O
625,”,O
626,concluded,O
627,Proofpoint,O
628,.,O
629,Further,O
630,technical,O
631,details,O
632,are,O
633,available,O
634,in,O
635,the,O
636,report,O
637,published,O
638,by,O
639,Proofpoint,O
640,",",O
641,including,O
642,the,O
643,IOCs,O
644,.,O
645,Pierluigi,O
646,Paganini,O
647,(,O
648,Security,O
649,Affairs,O
650,–,O
651,APT28,B-Actor
652,",",O
653,cyber,O
654,espionage,O
655,),O
656,Share,O
657,On,O
