,Text,Label
0,Further,O
1,investigation,O
2,on,O
3,the,O
4,attacks,O
5,against,O
6,Polish,O
7,banks,O
8,allowed,O
9,Symantec,O
10,to,O
11,determine,O
12,that,O
13,North,O
14,Korean,O
15,Lazarus,B-Actor
16,APT,O
17,group,O
18,was,O
19,behind,O
20,recent,O
21,attacks,O
22,on,O
23,banks,B-Target
24,.,O
25,According,O
26,to,O
27,malware,O
28,researchers,O
29,at,O
30,Symantec,O
31,",",O
32,the,O
33,North,O
34,Korean,O
35,APT,O
36,group,O
37,Lazarus,B-Actor
38,was,O
39,likely,O
40,behind,O
41,a,O
42,recent,O
43,string,O
44,of,O
45,cyber,O
46,attacks,O
47,against,O
48,organizations,O
49,in,O
50,31,O
51,countries,O
52,.,O
53,According,O
54,to,O
55,Symantec,O
56,",",O
57,the,O
58,Lazarus,B-Actor
59,APT,O
60,was,O
61,behind,O
62,high,O
63,-,O
64,profile,O
65,attacks,O
66,on,O
67,Bangladesh,B-Target
68,Bank,I-Target
69,",",O
70,Sony,B-Target
71,and,O
72,South,O
73,Korea,O
74,",",O
75,The,O
76,activity,O
77,of,O
78,the,O
79,Lazarus,B-Actor
80,Group,I-Actor
81,surged,O
82,in,O
83,2014,O
84,and,O
85,2015,O
86,",",O
87,its,O
88,members,O
89,used,O
90,mostly,O
91,custom,O
92,-,O
93,tailored,O
94,malware,O
95,in,O
96,their,O
97,attacks,O
98,and,O
99,experts,O
100,that,O
101,investigated,O
102,on,O
103,the,O
104,crew,O
105,consider,O
106,it,O
107,highly,O
108,sophisticated,O
109,.,O
110,This,O
111,threat,O
112,actor,O
113,has,O
114,been,O
115,active,O
116,since,O
117,at,O
118,least,O
119,2009,O
120,",",O
121,possibly,O
122,as,O
123,early,O
124,as,O
125,2007,O
126,",",O
127,and,O
128,it,O
129,was,O
130,involved,O
131,in,O
132,both,O
133,cyber,O
134,espionage,O
135,campaigns,O
136,and,O
137,sabotage,O
138,activities,O
139,aimed,O
140,to,O
141,destroy,O
142,data,O
143,and,O
144,disrupt,O
145,systems,O
146,.,O
147,Experts,O
148,at,O
149,Symantec,O
150,collected,O
151,evidence,O
152,demonstrating,O
153,the,O
154,Lazarus,B-Actor
155,APT,O
156,group,O
157,was,O
158,behind,O
159,the,O
160,campaign,O
161,that,O
162,leveraged,O
163,on,O
164,a,O
165,“,O
166,loader,O
167,”,O
168,software,O
169,used,O
170,to,O
171,stage,O
172,attacks,O
173,by,O
174,installing,O
175,other,O
176,malicious,O
177,programs,O
178,.,O
179,“,O
180,We,O
181,are,O
182,reasonably,O
183,certain,O
184,”,O
185,Lazarus,B-Actor
186,behind,O
187,the,O
188,attacks,O
189,",",O
190,Symantec,O
191,researcher,O
192,Eric,O
193,Chien,O
194,said,O
195,in,O
196,an,O
197,interview,O
198,with,O
199,the,O
200,Reuters,O
201,Agency,O
202,.,O
203,Both,O
204,US,O
205,and,O
206,South,O
207,Korea,O
208,governments,O
209,are,O
210,blaming,O
211,Pyongyang,O
212,for,O
