,Text,Label
0,Security,O
1,researchers,O
2,at,O
3,Proofpoint,O
4,spotted,O
5,a,O
6,cyber,O
7,espionage,O
8,campaign,O
9,conducted,O
10,by,O
11,a,O
12,group,O
13,previously,O
14,linked,O
15,to,O
16,China,O
17,.,O
18,The,O
19,hackers,O
20,have,O
21,been,O
22,using,O
23,a,O
24,recently,O
25,patched,O
26,.,O
27,NET,O
28,vulnerability,O
29,",",O
30,tracked,O
31,as,O
32,CVE,O
33,-,O
34,2017,O
35,-,O
36,8759,O
37,",",O
38,in,O
39,attacks,O
40,aimed,O
41,at,O
42,organizations,O
43,in,O
44,the,O
45,United,O
46,States,O
47,.,O
48,“,O
49,Proofpoint,O
50,researchers,O
51,are,O
52,tracking,O
53,an,O
54,espionage,O
55,actor,O
56,targeting,O
57,organizations,O
58,and,O
59,high,O
60,-,O
61,value,O
62,targets,O
63,in,O
64,defense,B-Target
65,and,O
66,government,B-Target
67,.,O
68,Active,O
69,since,O
70,at,O
71,least,O
72,2014,O
73,",",O
74,this,O
75,actor,O
76,has,O
77,long,O
78,-,O
79,standing,O
80,interest,O
81,in,O
82,maritime,O
83,industries,O
84,",",O
85,naval,O
86,defense,O
87,contractors,O
88,",",O
89,and,O
90,associated,O
91,research,O
92,institutions,O
93,in,O
94,the,O
95,United,O
96,States,O
97,and,O
98,Western,O
99,Europe,O
100,.”,O
101,reads,O
102,the,O
103,report,O
104,published,O
105,by,O
106,Proofpoint,O
107,.,O
108,The,O
109,attackers,O
110,have,O
111,been,O
112,active,O
113,since,O
114,at,O
115,least,O
116,2014,O
117,",",O
118,they,O
119,are,O
120,known,O
121,for,O
122,the,O
123,use,O
124,of,O
125,a,O
126,remote,O
127,access,O
128,trojan,O
129,(,O
130,RAT,O
131,),O
132,named,O
133,NanHaiShu,B-Malware
134,.,O
135,The,O
136,threat,O
137,actors,O
138,targeted,O
139,various,O
140,U,O
141,.,O
142,S,O
143,.,O
144,and,O
145,Western,O
146,European,O
147,organizations,O
148,with,O
149,ties,O
150,to,O
151,the,O
152,maritime,B-Target
153,sector,O
154,",",O
155,including,O
156,naval,O
157,defense,O
158,contractors,O
159,and,O
160,research,O
161,institutions,O
162,.,O
163,“,O
164,NanHaiShu,B-Malware
165,–,O
166,We,O
167,have,O
168,observed,O
169,variants,O
170,of,O
171,this,O
172,JavaScript,O
173,backdoor,O
174,used,O
175,in,O
176,various,O
177,campaigns,O
178,",",O
179,including,O
180,those,O
181,publically,O
182,reported,O
183,.,O
184,The,O
185,actor,O
186,continues,O
187,to,O
188,improve,O
189,and,O
190,refine,O
191,the,O
192,malware,O
193,by,O
194,",",O
195,for,O
196,example,O
197,",",O
198,wrapping,O
199,it,O
200,inside,O
201,an,O
202,HTA,O
203,wrapper,O
204,”,O
205,continues,O
206,the,O
207,report,O
208,.,O
209,Last,O
210,year,O
211,",",O
212,experts,O
213,at,O
214,security,O
215,firm,O
216,F,O
217,-,O
218,Secure,O
219,analyzed,O
220,the,O
221,attacks,O
222,conducted,O
223,by,O
224,the,O
225,group,O
226,against,O
227,the,O
228,participants,O
229,of,O
230,a,O
231,Permanent,O
232,Court,O
233,of,O
234,Arbitration,O
235,case,O
236,focusing,O
237,on,O
238,a,O
239,dispute,O
240,between,O
241,China,O
242,and,O
243,the,O
244,Philippines,O
245,over,O
246,the,O
247,South,O
248,China,O
249,Sea,O
250,.,O
251,According,O
252,to,O
253,the,O
254,report,O
255,published,O
256,by,O
257,F,O
258,-,O
259,Secure,O
260,",",O
261,the,O
262,NanHaiShu,B-Malware
263,malware,O
264,had,O
265,Chinese,O
266,origins,O
267,.,O
268,In,O
269,the,O
270,last,O
271,campaign,O
272,spotted,O
273,in,O
274,mid,O
275,-,O
276,September,O
277,",",O
278,attackers,O
279,targeted,O
280,various,O
281,US,O
282,entities,O
283,",",O
284,including,O
285,a,O
286,shipbuilding,B-Target
287,company,I-Target
288,and,O
289,a,O
290,university,B-Target
291,research,I-Target
292,center,I-Target
293,with,O
294,ties,O
295,to,O
296,the,O
297,military,O
298,.,O
299,According,O
300,to,O
301,researchers,O
302,at,O
303,Proofpoint,O
304,",",O
305,threat,O
306,actors,O
307,attacker,O
308,sent,O
309,spear,O
310,-,O
311,phishing,O
312,emails,O
313,to,O
314,the,O
315,victims,O
316,",",O
317,the,O
318,messages,O
319,use,O
320,documents,O
321,crafted,O
322,to,O
323,exploit,O
324,the,O
325,CVE,O
326,-,O
327,2017,O
328,-,O
329,8759,O
330,.,O
331,The,O
332,CVE,O
333,-,O
334,2017,O
335,-,O
336,8759,O
337,flaw,O
338,is,O
339,a,O
340,.,O
341,NET,O
342,vulnerability,O
343,patched,O
344,by,O
345,Microsoft,O
346,just,O
347,a,O
348,few,O
349,days,O
350,before,O
351,the,O
352,hacker,O
353,crew,O
354,launched,O
355,the,O
356,attacks,O
357,.,O
358,The,O
359,CVE,O
360,-,O
361,2017,O
362,-,O
363,8759,O
364,flaw,O
365,is,O
366,a,O
367,.,O
368,NET,O
369,vulnerability,O
370,patched,O
371,by,O
372,Microsoft,O
373,just,O
374,a,O
375,few,O
376,days,O
377,before,O
378,the,O
379,hacker,O
380,crew,O
381,launched,O
382,the,O
383,attacks,O
384,.,O
385,According,O
386,to,O
387,FireEye,O
388,",",O
389,the,O
390,CVE,O
391,-,O
392,2017,O
393,-,O
394,8759,O
395,has,O
396,actively,O
397,been,O
398,exploited,O
399,by,O
400,an,O
401,APT,O
402,group,O
403,to,O
404,deliver,O
405,the,O
406,surveillance,O
407,malware,O
408,FinFisher,B-Malware
409,Spyware,O
410,(,O
411,FinSpy,B-Malware
412,),O
413,to,O
414,a,O
415,Russian,O
416,-,O
417,speaking,O
418,“,O
419,entity,O
420,”,O
421,via,O
422,malicious,O
423,Microsoft,O
424,Office,O
425,RTF,O
426,files,O
427,in,O
428,July,O
429,.,O
430,Proofpoint,O
431,discovered,O
432,other,O
433,attacks,O
434,launched,O
435,by,O
436,the,O
437,cyber,O
438,espionage,O
439,group,O
440,in,O
441,early,O
442,August,O
443,when,O
444,hackers,O
445,exploited,O
446,the,O
447,CVE,O
448,-,O
449,2017,O
450,-,O
451,0199,O
452,flaw,O
453,",",O
454,an,O
455,Office,O
456,vulnerability,O
457,that,O
458,had,O
459,also,O
460,been,O
461,exploited,O
462,in,O
463,attacks,O
464,since,O
465,April,O
466,.,O
467,The,O
468,hackers,O
469,targeted,O
470,several,O
471,defense,O
472,contractors,O
473,",",O
474,they,O
475,leveraged,O
476,malicious,O
477,Microsoft,O
478,Publisher,O
479,files,O
480,",",O
481,PowerPoint,O
482,docs,O
483,",",O
484,and,O
485,domains,O
486,set,O
487,up,O
488,to,O
489,mimic,O
490,ones,O
