,Text,Label
0,Palo,O
1,Alto,O
2,Networks,O
3,experts,O
4,uncovered,O
5,a,O
6,new,O
7,operation,O
8,conducted,O
9,by,O
10,the,O
11,cyber,O
12,espionage,O
13,group,O
14,known,O
15,as,O
16,Tick,B-Actor
17,APT,O
18,that,O
19,has,O
20,been,O
21,targeting,O
22,a,O
23,secure,O
24,USB,O
25,drive,O
26,built,O
27,by,O
28,a,O
29,South,O
30,Korean,O
31,defense,B-Target
32,company,I-Target
33,.,O
34,The,O
35,Tick,B-Actor
36,APT,O
37,group,O
38,has,O
39,been,O
40,active,O
41,for,O
42,at,O
43,least,O
44,a,O
45,decade,O
46,",",O
47,tracked,O
48,also,O
49,as,O
50,Bronze,B-Actor
51,Butler,I-Actor
52,",",O
53,it,O
54,was,O
55,first,O
56,spotted,O
57,in,O
58,2016,O
59,by,O
60,Symantec,O
61,and,O
62,experts,O
63,believe,O
64,it,O
65,is,O
66,a,O
67,China,O
68,-,O
69,linked,O
70,threat,O
71,actor,O
72,.,O
73,Experts,O
74,highlighted,O
75,the,O
76,ability,O
77,of,O
78,the,O
79,group,O
80,in,O
81,discovering,O
82,a,O
83,zero,O
84,-,O
85,day,O
86,flaw,O
87,in,O
88,a,O
89,software,O
90,used,O
91,in,O
92,a,O
93,certain,O
94,region,O
95,",",O
96,such,O
97,as,O
98,Japan,O
99,and,O
100,South,O
101,Korea,O
102,",",O
103,The,O
104,group,O
105,has,O
106,been,O
107,targeting,O
108,a,O
109,secure,O
110,USB,O
111,drive,O
112,built,O
113,by,O
114,a,O
115,South,O
116,Korean,O
117,defense,B-Target
118,company,I-Target
119,",",O
120,likely,O
121,with,O
122,the,O
123,intent,O
124,of,O
125,compromising,O
126,air,O
127,-,O
128,gaped,O
129,systems,O
130,.,O
131,The,O
132,expert,O
133,reported,O
134,that,O
135,the,O
136,Tick,B-Actor
137,APT,O
138,group,O
139,is,O
140,mainly,O
141,targeting,O
142,Japan,O
143,and,O
144,South,O
145,Korea,O
146,",",O
147,but,O
148,the,O
149,threat,O
150,actor,O
151,also,O
152,targeted,O
153,organizations,O
154,in,O
155,Russia,O
156,",",O
157,Singapore,O
158,",",O
159,and,O
160,China,O
161,.,O
162,The,O
163,group,O
164,has,O
165,been,O
166,observed,O
167,using,O
168,a,O
169,variety,O
170,of,O
171,proprietary,O
172,tools,O
173,and,O
174,custom,O
175,malware,O
176,",",O
177,including,O
178,Minzen,B-Malware
179,",",O
180,Daserf,B-Malware
181,(,O
182,aka,O
183,Nioupale,B-Malware
184,"),",O
185,Datper,B-Malware
186,",",O
187,and,O
188,HomamDownloader,B-Malware
189,.,O
190,“,O
191,Recently,O
192,",",O
193,Palo,O
194,Alto,O
195,Networks,O
196,Unit,O
197,42,O
198,discovered,O
199,the,O
200,Tick,B-Actor
201,group,O
202,targeted,O
203,a,O
204,specific,O
205,type,O
206,of,O
207,secure,O
208,USB,O
209,drive,O
