,Text,Label
0,Security,O
1,researchers,O
2,at,O
3,Kaspersky,O
4,have,O
5,spotted,O
6,a,O
7,new,O
8,sophisticated,O
9,APT,O
10,group,O
11,that,O
12,has,O
13,been,O
14,operating,O
15,under,O
16,the,O
17,radar,O
18,at,O
19,lease,O
20,since,O
21,at,O
22,least,O
23,2012,O
24,.,O
25,Researchers,O
26,tracked,O
27,the,O
28,group,O
29,and,O
30,identified,O
31,a,O
32,strain,O
33,of,O
34,malware,O
35,it,O
36,used,O
37,",",O
38,dubbed,O
39,Slingshot,B-Malware
40,",",O
41,to,O
42,compromise,O
43,systems,O
44,of,O
45,hundreds,O
46,of,O
47,thousands,O
48,of,O
49,victims,O
50,in,O
51,the,O
52,Middle,O
53,East,O
54,and,O
55,Africa,O
56,.,O
57,The,O
58,researchers,O
59,have,O
60,seen,O
61,around,O
62,100,O
63,victims,O
64,of,O
65,Slingshot,O
66,and,O
67,detected,O
68,its,O
69,modules,O
70,",",O
71,located,O
72,in,O
73,Kenya,O
74,",",O
75,Yemen,O
76,",",O
77,Afghanistan,O
78,",",O
79,Libya,O
80,",",O
81,Congo,O
82,",",O
83,Jordan,O
84,",",O
85,Turkey,O
86,",",O
87,Iraq,O
88,",",O
89,Sudan,O
90,",",O
91,Somalia,O
92,and,O
93,Tanzania,O
94,.,O
95,Kenya,O
96,and,O
97,the,O
98,Yemen,O
99,account,O
100,for,O
101,the,O
102,largest,O
103,number,O
104,of,O
105,infections,O
106,to,O
107,date,O
108,.,O
109,Most,O
110,of,O
111,the,O
112,victims,O
113,are,O
114,individuals,O
115,rather,O
116,than,O
117,organizations,O
118,",",O
119,the,O
120,number,O
121,of,O
122,government,O
123,organizations,O
124,is,O
125,limited,O
126,.,O
127,The,O
128,APT,O
129,group,O
130,exploited,O
131,zero,O
132,-,O
133,day,O
134,vulnerabilities,O
135,(,O
136,CVE,O
137,-,O
138,2007,O
139,-,O
140,5633,O
141,;,O
142,CVE,O
143,-,O
144,2010,O
145,-,O
146,1592,O
147,",",O
148,CVE,O
149,-,O
150,2009,O
151,-,O
152,0824,O
153,.),O
154,in,O
155,routers,O
156,used,O
157,by,O
158,the,O
159,Latvian,O
160,network,O
161,hardware,O
162,provider,O
163,Mikrotik,O
164,to,O
165,drop,O
166,a,O
167,spyware,O
168,into,O
169,victims,O
170,’,O
171,computers,O
172,.,O
173,“,O
174,While,O
175,analysing,O
176,an,O
177,incident,O
178,that,O
179,involved,O
180,a,O
181,suspected,O
182,keylogger,O
183,",",O
184,we,O
185,identified,O
186,a,O
187,malicious,O
188,library,O
189,able,O
190,to,O
191,interact,O
192,with,O
193,a,O
194,virtual,O
195,file,O
196,system,O
197,",",O
198,which,O
199,is,O
200,usually,O
201,the,O
202,sign,O
203,of,O
204,an,O
205,advanced,O
206,APT,O
207,actor,O
208,.”,O
209,states,O
210,the,O
211,report,O
212,published,O
213,by,O
214,Kaspersky,O
215,.,O
216,“,O
217,This,O
218,turned,O
219,out,O
220,to,O
221,be,O
222,a,O
223,malicious,O
224,loader,O
225,internally,O
226,named,O
227,‘,O
228,Slingshot,B-Malware
229,"’,",O
230,part,O
231,of,O
232,a,O
233,new,O
234,",",O
235,and,O
236,highly,O
237,sophisticated,O
238,attack,O
239,platform,O
240,that,O
241,rivals,O
242,Project,B-Malware
243,Sauron,I-Malware
244,and,O
245,Regin,B-Malware
246,in,O
247,complexity,O
248,.”,O
