,Text,Label
0,Chinese,O
1,TEMP,O
2,.,O
3,Periscope,O
4,cyberespionage,O
5,group,O
6,targeted,O
7,a,O
8,UK,O
9,-,O
10,based,O
11,engineering,B-Target
12,company,I-Target
13,using,O
14,TTPs,O
15,associated,O
16,with,O
17,Russia,O
18,-,O
19,linked,O
20,APT,O
21,groups,O
22,.,O
23,Attribution,O
24,of,O
25,cyber,O
26,attacks,O
27,is,O
28,always,O
29,a,O
30,hard,O
31,task,O
32,",",O
33,in,O
34,many,O
35,cases,O
36,attackers,O
37,use,O
38,false,O
39,flags,O
40,to,O
41,masquerade,O
42,their,O
43,identities,O
44,.,O
45,Chinese,O
46,hackers,O
47,have,O
48,targeted,O
49,a,O
50,UK,O
51,-,O
52,based,O
53,engineering,B-Target
54,company,I-Target
55,using,O
56,techniques,O
57,and,O
58,artifacts,O
59,attributed,O
60,to,O
61,the,O
62,Russia,O
63,-,O
64,linked,O
65,APT,O
66,groups,O
67,Dragonfly,B-Actor
68,and,O
69,APT28,B-Actor
70,",",O
71,according,O
72,to,O
73,security,O
74,researchers,O
75,.,O
76,Threat,O
77,intelligence,O
78,experts,O
79,from,O
80,Recorded,O
81,Future,O
82,discovered,O
83,that,O
84,Chinese,O
85,threat,O
86,actor,O
87,TEMP,O
88,.,O
89,Periscope,O
90,was,O
91,using,O
92,TTPs,O
93,associated,O
94,with,O
95,Russian,O
96,APT,O
97,groups,O
98,in,O
99,the,O
100,attempt,O
101,to,O
102,make,O
103,hard,O
104,the,O
105,attribution,O
106,.,O
107,The,O
108,same,O
109,campaign,O
110,that,O
111,targeted,O
112,the,O
113,U,O
114,.,O
115,K,O
116,.-,O
117,based,O
118,engineering,B-Target
119,company,I-Target
120,also,O
121,hit,O
122,a,O
123,freelance,B-Target
124,journalist,I-Target
125,based,O
126,in,O
127,Cambodia,O
128,",",O
129,attackers,O
130,used,O
131,a,O
132,command,O
133,and,O
134,control,O
135,infrastructure,O
136,that,O
137,was,O
138,used,O
139,in,O
140,the,O
141,past,O
142,by,O
143,the,O
144,TEMP,O
145,.,O
146,Periscope,O
147,APT,O
148,group,O
149,.,O
150,“,O
151,Employees,O
152,of,O
153,a,O
154,U,O
155,.,O
156,K,O
157,.-,O
158,based,O
159,engineering,B-Target
160,company,I-Target
161,were,O
162,among,O
163,the,O
164,targeted,O
165,victims,O
166,of,O
167,a,O
168,spearphishing,O
169,campaign,O
170,in,O
171,early,O
172,July,O
173,2018,O
174,.,O
175,The,O
176,campaign,O
177,also,O
178,targeted,O
179,an,O
180,email,O
181,address,O
182,possibly,O
183,belonging,O
184,to,O
185,a,O
186,freelance,B-Target
187,journalist,I-Target
188,based,O
189,in,O
190,Cambodia,O
191,who,O
192,covers,O
193,Cambodian,O
194,politics,O
195,",",O
196,human,O
197,rights,O
198,",",O
199,and,O
200,Chinese,O
201,development,O
202,.”,O
203,reads,O
204,the,O
205,analysis,O
206,published,O
207,by,O
208,Recorded,O
209,Future,O
210,.,O
211,“,O
212,We,O
213,believe,O
214,both,O
215,attacks,O
216,used,O
217,the,O
218,same,O
219,infrastructure,O
220,as,O
221,a,O
222,reported,O
223,campaign,O
224,by,O
225,Chinese,O
226,threat,O
227,actor,O
228,TEMP,O
229,.,O
230,Periscope,O
231,(,O
232,also,O
233,known,O
234,as,O
235,Leviathan,B-Actor
236,"),",O
237,which,O
238,targeted,O
239,Cambodian,O
240,entities,O
241,in,O
242,the,O
243,run,O
244,-,O
245,up,O
246,to,O
247,their,O
248,July,O
249,2018,O
250,elections,O
251,.,O
252,Crucially,O
253,",",O
254,TEMP,O
255,.,O
256,Periscope,O
257,’,O
258,s,O
259,interest,O
260,in,O
261,the,O
262,U,O
263,.,O
264,K,O
265,.,O
266,engineering,B-Target
267,company,I-Target
268,they,O
269,targeted,O
270,dates,O
271,back,O
272,to,O
273,attempted,O
274,intrusions,O
275,in,O
276,May,O
277,2017,O
278,.”,O
279,The,O
280,attackers,O
281,used,O
282,the,O
283,domain,O
284,scsnewstoday,O
285,[.],O
286,com,O
287,as,O
288,C2,O
289,",",O
290,the,O
291,same,O
292,that,O
293,was,O
294,used,O
295,in,O
296,a,O
297,recent,O
298,TEMP,O
299,.,O
300,Periscope,O
301,campaign,O
302,targeting,O
303,the,O
304,Cambodian,O
305,government,B-Target
306,.,O
307,The,O
308,spear,O
309,-,O
310,phishing,O
311,messages,O
312,were,O
313,sent,O
314,by,O
315,using,O
316,the,O
317,popular,O
318,Chinese,O
319,email,O
320,client,O
321,",",O
322,Foxmail,O
323,.,O
324,It,O
325,is,O
326,interesting,O
327,to,O
328,note,O
329,that,O
330,attackers,O
331,employed,O
332,a,O
333,unique,O
334,technique,O
335,used,O
336,in,O
337,the,O
338,past,O
339,by,O
340,Dragonfly,B-Actor
341,APT,O
342,group,O
343,in,O
344,attacks,O
345,aimed,O
346,at,O
347,critical,O
348,infrastructure,B-Target
349,.,O
350,The,O
351,attackers,O
352,used,O
353,a,O
354,“,O
355,file,O
356,://”,O
357,path,O
358,in,O
359,the,O
360,in,O
361,the,O
362,spearphish,O
363,calling,O
364,out,O
365,to,O
366,a,O
367,malicious,O
368,C2,O
369,to,O
370,steal,O
371,SMB,O
372,credentials,O
373,.,O
374,“,O
375,A,O
376,unique,O
377,technique,O
378,documented,O
379,as,O
380,a,O
381,Dragonfly,B-Actor
382,TTP,O
383,in,O
384,targeting,O
385,critical,O
386,infrastructure,B-Target
387,was,O
388,used,O
389,in,O
390,the,O
391,attack,O
392,.,O
393,The,O
394,technique,O
395,attempts,O
396,to,O
397,acquire,O
398,SMB,O
399,credentials,O
400,using,O
401,a,O
402,“,O
403,file,O
404,://”,O
405,path,O
406,in,O
407,the,O
408,spearphish,O
409,calling,O
410,out,O
411,to,O
412,a,O
413,malicious,O
414,C2,O
415,.”,O
416,continues,O
417,the,O
418,analysis,O
419,.,O
420,“,O
421,The,O
422,attack,O
423,probably,O
424,made,O
425,use,O
426,of,O
427,a,O
428,version,O
429,of,O
430,the,O
431,open,O
432,source,O
433,tool,O
434,Responder,B-Malware
435,as,O
436,an,O
437,NBT,O
438,-,O
439,NS,O
440,poisoner,O
441,.,O
442,APT28,B-Actor
443,used,O
444,Responder,B-Malware
445,in,O
446,attacks,O
447,against,O
448,travelers,O
449,staying,O
450,at,O
451,hotels,O
452,in,O
453,2017,O
454,.”,O
455,The,O
456,same,O
457,UK,O
458,engineering,B-Target
459,company,I-Target
460,was,O
461,already,O
462,targeted,O
463,by,O
464,TEMP,O
465,.,O
466,Periscope,O
467,in,O
468,a,O
469,May,O
470,2017,O
471,",",O
472,months,O
473,later,O
474,the,O
475,hackers,O
476,also,O
477,hit,O
478,the,O
479,US,O
480,engineering,O
481,and,O
482,academic,B-Target
483,entities,I-Target
484,.,O
485,“,O
486,Recorded,O
487,Future,O
488,expects,O
489,TEMP,O
490,.,O
491,Periscope,O
492,to,O
493,continue,O
494,to,O
495,target,O
496,organisations,O
497,in,O
498,the,O
499,high,B-Target
500,-,I-Target
501,tech,I-Target
502,defence,I-Target
503,and,O
504,engineering,B-Target
505,sectors,I-Target
506,",”",O
507,concludes,O
508,the,O
509,report,O
510,.,O
511,“,O
512,The,O
513,Chinese,O
514,strategic,O
515,requirement,O
516,to,O
517,develop,O
518,advanced,O
519,technology,O
520,",",O
521,particularly,O
522,in,O
523,marine,O
524,engineering,O
525,",",O
526,remains,O
527,an,O
528,intense,O
529,focus,O
530,as,O
531,China,O
532,looks,O
533,to,O
534,dominate,O
535,the,O
536,South,O
537,China,O
538,Sea,O
539,territory,O
540,.”,O
541,“,O
542,We,O
543,believe,O
544,TEMP,O
545,.,O
546,Periscope,O
547,will,O
548,continue,O
549,to,O
550,use,O
551,commodity,O
552,malware,O
553,because,O
554,it,O
555,is,O
556,still,O
557,broadly,O
558,successful,O
559,and,O
560,relatively,O
561,low,O
562,cost,O
563,for,O
564,them,O
565,to,O
566,use,O
567,.,O
568,They,O
569,will,O
570,continue,O
571,to,O
572,observe,O
573,‘,O
574,trending,O
575,’,O
576,vulnerabilities,O
577,to,O
578,exploit,O
579,and,O
580,use,O
581,techniques,O
582,that,O
583,have,O
584,been,O
585,publicly,O
586,reported,O
587,in,O
588,order,O
589,to,O
590,gain,O
591,access,O
592,to,O
593,victim,O
594,networks,O
595,.”,O
596,“,O
