,Text,Label
0,It,O
1,’,O
2,s,O
3,official,O
4,",",O
5,according,O
6,to,O
7,Tom,O
8,Bossert,O
9,",",O
10,homeland,O
11,security,O
12,adviser,O
13,",",O
14,the,O
15,US,O
16,Government,O
17,attributes,O
18,the,O
19,massive,O
20,ransomware,O
21,attack,O
22,Wannacry,B-Malware
23,to,O
24,North,O
25,Korea,O
26,.,O
27,It,O
28,’,O
29,s,O
30,official,O
31,",",O
32,the,O
33,US,O
34,Government,O
35,attributes,O
36,the,O
37,massive,O
38,attack,O
39,Wannacry,B-Malware
40,to,O
41,North,O
42,Korea,O
43,.,O
44,The,O
45,news,O
46,of,O
47,the,O
48,attribution,O
49,was,O
50,first,O
51,reported,O
52,by,O
53,The,O
54,Wall,O
55,Street,O
56,Journal,O
57,",",O
58,according,O
59,to,O
60,the,O
61,US,O
62,Government,O
63,",",O
64,the,O
65,WannaCry,B-Malware
66,attack,O
67,infected,O
68,millions,O
69,of,O
70,computers,O
71,worldwide,O
72,in,O
73,May,O
74,is,O
75,an,O
76,act,O
77,of,O
78,Information,O
79,Warfare,O
80,.,O
81,WannaCry,B-Malware
82,infected,O
83,200,O
84,",",O
85,000,O
86,computers,O
87,across,O
88,150,O
89,countries,O
90,in,O
91,a,O
92,matter,O
93,of,O
94,hours,O
95,last,O
96,week,O
97,",",O
98,it,O
99,took,O
100,advantage,O
101,of,O
102,a,O
103,tool,O
104,named,O
105,“,O
106,Eternal,B-Malware
107,Blue,I-Malware
108,"”,",O
109,originally,O
110,created,O
111,by,O
112,the,O
113,NSA,O
114,",",O
115,which,O
116,exploited,O
117,a,O
118,vulnerability,O
119,present,O
120,inside,O
121,the,O
122,earlier,O
123,versions,O
124,of,O
125,Microsoft,O
126,Windows,O
127,.,O
128,This,O
129,tool,O
130,was,O
131,soon,O
132,stolen,O
133,by,O
134,a,O
135,hacking,O
136,group,O
137,named,O
138,“,O
139,Shadow,B-Actor
140,Brokers,I-Actor
141,”,O
142,which,O
143,leaked,O
144,it,O
145,to,O
146,the,O
147,world,O
148,in,O
149,April,O
150,2017,O
151,.,O
152,The,O
153,ransomware,O
154,infected,O
155,systems,O
156,in,O
157,any,O
158,industry,O
159,and,O
160,also,O
161,targeted,O
162,critical,O
163,infrastructures,O
164,such,O
165,as,O
166,hospitals,B-Target
167,and,O
168,banks,B-Target
169,.,O
170,In,O
171,October,O
172,",",O
173,the,O
174,UK,O
175,Government,O
176,linked,O
177,the,O
178,WannaCry,B-Malware
179,attack,O
180,that,O
181,crippled,O
182,NHS,O
183,to,O
184,North,O
185,Korea,O
186,.,O
187,“,O
188,This,O
189,attack,O
190,",",O
191,we,O
192,believe,O
193,quite,O
194,strongly,O
195,that,O
196,it,O
197,came,O
198,from,O
199,a,O
200,foreign,O
201,state,O
202,",”",O
203,Ben,O
204,Wallace,O
205,",",O
206,a,O
207,junior,O
208,minister,O
209,for,O
210,security,O
211,",",O
212,told,O
213,BBC,O
214,Radio,O
215,4,O
216,’,O
217,s,O
218,Today,O
219,programme,O
220,.,O
221,“,O
222,North,O
223,Korea,O
224,was,O
225,the,O
226,state,O
227,that,O
228,we,O
229,believe,O
230,was,O
231,involved,O
232,in,O
233,this,O
234,worldwide,O
235,attack,O
236,",”",O
237,he,O
238,said,O
239,",",O
240,adding,O
241,that,O
242,the,O
243,government,O
244,was,O
245,“,O
246,as,O
247,sure,O
248,as,O
249,possible,O
250,”.,O
251,The,O
252,attack,O
253,caused,O
254,billions,O
255,of,O
256,dollars,O
257,damages,O
258,",",O
259,now,O
260,the,O
261,United,O
262,States,O
263,Homeland,O
264,Security,O
265,Advisor,O
266,Tom,O
267,Bossert,O
268,officially,O
269,blamed,O
270,Noth,O
271,Korea,O
272,for,O
273,the,O
274,attack,O
275,declaring,O
276,that,O
277,the,O
278,US,O
279,Government,O
280,has,O
281,collected,O
282,evidence,O
283,that,O
284,Link,O
285,Pyongyang,O
286,to,O
287,the,O
288,massive,O
289,WannaCry,B-Malware
290,attack,O
291,.,O
292,“,O
293,The,O
294,attack,O
295,was,O
296,widespread,O
297,and,O
298,cost,O
299,billions,O
300,",",O
301,and,O
302,North,O
303,Korea,O
304,is,O
305,directly,O
306,responsible,O
307,",”",O
308,Tom,O
309,Bossert,O
310,",",O
311,homeland,O
312,security,O
313,adviser,O
314,to,O
315,President,O
316,Donald,O
317,Trump,O
318,",",O
319,wrote,O
320,in,O
321,an,O
322,article,O
323,published,O
324,by,O
325,the,O
326,Wall,O
327,Street,O
328,Journal,O
329,.,O
330,“,O
331,North,O
332,Korea,O
333,has,O
334,acted,O
335,especially,O
336,badly,O
337,",",O
338,largely,O
339,unchecked,O
340,",",O
341,for,O
342,more,O
343,than,O
344,a,O
345,decade,O
346,",",O
347,and,O
348,its,O
349,malicious,O
350,behavior,O
351,is,O
352,growing,O
353,more,O
354,egregious,O
355,",”",O
356,“,O
357,WannaCry,B-Malware
358,was,O
359,indiscriminately,O
360,reckless,O
361,.”,O
362,The,O
363,US,O
364,government,O
365,was,O
366,expected,O
367,to,O
368,follow,O
369,up,O
370,with,O
371,an,O
372,official,O
373,statement,O
374,blaming,O
375,North,O
376,Korea,O
377,for,O
378,the,O
379,attack,O
380,.,O
381,The,O
382,US,O
383,Government,O
384,has,O
385,collected,O
386,irrefutable,O
387,proofs,O
388,that,O
389,link,O
390,the,O
391,North,O
392,Korea,O
393,APT,O
394,Lazarus,B-Actor
395,Group,I-Actor
396,to,O
397,WannaCry,B-Malware
398,",",O
399,with,O
400,a,O
401,“,O
402,very,O
403,high,O
404,level,O
405,of,O
406,confidence,O
407,”,O
408,the,O
409,APT,O
410,carried,O
411,out,O
412,the,O
413,WannaCry,B-Campaign
414,attack,I-Campaign
415,.,O
416,The,O
417,activity,O
418,of,O
419,the,O
420,Lazarus,B-Actor
421,Group,I-Actor
422,surged,O
423,in,O
424,2014,O
425,and,O
426,2015,O
427,",",O
428,its,O
429,members,O
430,used,O
431,mostly,O
432,custom,O
433,-,O
434,tailored,O
435,malware,O
436,in,O
437,their,O
438,attacks,O
439,and,O
440,experts,O
441,that,O
442,investigated,O
443,on,O
444,the,O
445,crew,O
446,consider,O
447,it,O
448,highly,O
449,sophisticated,O
450,.,O
451,This,O
452,threat,O
453,actor,O
454,has,O
455,been,O
456,active,O
457,since,O
458,at,O
459,least,O
460,2009,O
461,",",O
462,possibly,O
463,as,O
464,early,O
465,as,O
466,2007,O
467,",",O
468,and,O
469,it,O
470,was,O
471,involved,O
472,in,O
473,both,O
474,cyber,O
475,espionage,O
476,campaigns,O
477,and,O
478,sabotage,O
479,activities,O
480,aimed,O
481,to,O
482,destroy,O
483,data,O
484,and,O
485,disrupt,O
486,systems,O
487,.,O
488,Security,O
489,researchers,O
490,discovered,O
491,that,O
492,North,O
493,Korean,O
494,Lazarus,B-Actor
495,APT,O
496,group,O
497,was,O
498,behind,O
499,recent,O
500,attacks,O
501,on,O
502,banks,B-Target
503,",",O
504,including,O
505,the,O
506,Bangladesh,B-Campaign
507,cyber,I-Campaign
508,heist,I-Campaign
509,.,O
510,According,O
511,to,O
512,security,O
513,experts,O
514,",",O
515,the,O
516,group,O
517,was,O
518,behind,O
519,",",O
520,other,O
521,large,O
522,-,O
523,scale,O
524,cyber,O
525,espionage,O
526,campaigns,O
527,against,O
528,targets,O
529,worldwide,O
530,",",O
531,including,O
532,the,O
533,Troy,B-Campaign
