,Text,Label
0,Symantec,O
1,reportedly,O
2,linked,O
3,the,O
4,CIA,O
5,hacking,O
6,tools,O
7,to,O
8,several,O
9,cyber,O
10,attacks,O
11,powered,O
12,over,O
13,the,O
14,years,O
15,by,O
16,the,O
17,Longhorn,B-Actor
18,group,O
19,.,O
20,Security,O
21,experts,O
22,who,O
23,analyzed,O
24,the,O
25,alleged,O
26,CIA,O
27,hacking,O
28,tools,O
29,included,O
30,in,O
31,the,O
32,Vault,O
33,7,O
34,dump,O
35,have,O
36,been,O
37,used,O
38,against,O
39,at,O
40,least,O
41,40,O
42,governments,B-Target
43,and,O
44,private,B-Target
45,organizations,I-Target
46,across,O
47,16,O
48,countries,O
49,.,O
50,Researchers,O
51,at,O
52,company,O
53,firm,O
54,Symantec,O
55,reportedly,O
56,linked,O
57,the,O
58,CIA,O
59,hacking,O
60,tools,O
61,to,O
62,a,O
63,number,O
64,of,O
65,cyber,O
66,attacks,O
67,launched,O
68,in,O
69,recent,O
70,years,O
71,by,O
72,a,O
73,threat,O
74,actor,O
75,the,O
76,company,O
77,identified,O
78,as,O
79,the,O
80,Longhorn,B-Actor
81,group,O
82,.,O
83,“,O
84,Spying,O
85,tools,O
86,and,O
87,operational,O
88,protocols,O
89,detailed,O
90,in,O
91,the,O
92,recent,O
93,Vault,O
94,7,O
95,leak,O
96,have,O
97,been,O
98,used,O
99,in,O
100,cyberattacks,O
101,against,O
102,at,O
103,least,O
104,40,O
105,targets,O
106,in,O
107,16,O
108,different,O
109,countries,O
110,by,O
111,a,O
112,group,O
113,Symantec,O
114,calls,O
115,Longhorn,B-Actor
116,.,O
117,Symantec,O
118,has,O
119,been,O
120,protecting,O
121,its,O
122,customers,O
123,from,O
124,Longhorn,B-Actor
125,’,O
126,s,O
127,tools,O
128,for,O
129,the,O
130,past,O
131,three,O
132,years,O
133,and,O
134,has,O
135,continued,O
136,to,O
137,track,O
138,the,O
139,group,O
140,in,O
141,order,O
142,to,O
143,learn,O
144,more,O
145,about,O
146,its,O
147,tools,O
148,",",O
149,tactics,O
150,",",O
151,and,O
152,procedures,O
153,.”,O
154,reads,O
155,the,O
156,analysis,O
157,published,O
158,by,O
159,Symantec,O
160,.,O
161,“,O
162,The,O
163,tools,O
164,used,O
165,by,O
166,Longhorn,B-Actor
167,closely,O
168,follow,O
169,development,O
170,timelines,O
171,and,O
172,technical,O
173,specifications,O
174,laid,O
175,out,O
176,in,O
177,documents,O
178,disclosed,O
179,by,O
180,WikiLeaks,O
181,.”,O
182,Symantec,O
183,believes,O
184,Longhorn,B-Actor
185,is,O
186,a,O
187,North,O
188,American,O
189,hacking,O
190,group,O
191,that,O
192,has,O
193,been,O
194,active,O
195,since,O
196,at,O
197,least,O
198,2011,O
199,.,O
200,The,O
201,group,O
202,is,O
203,very,O
204,sophisticated,O
205,and,O
206,used,O
207,zero,O
208,-,O
209,day,O
210,exploits,O
211,and,O
212,complex,O
213,malware,O
214,to,O
215,conduct,O
216,targeted,O
217,attacks,O
218,against,O
219,governments,B-Target
220,and,O
221,organizations,O
222,in,O
223,almost,O
224,every,O
225,industry,O
226,",",O
227,including,O
228,financial,B-Target
229,",",O
230,energy,B-Target
231,",",O
232,telecommunications,B-Target
233,and,O
234,education,B-Target
235,",",O
236,aerospace,B-Target
237,.,O
238,The,O
