,Text,Label
0,Security,O
1,researchers,O
2,at,O
3,Palo,O
4,Alto,O
5,Networks,O
6,have,O
7,uncovered,O
8,a,O
9,new,O
10,cyber,O
11,espionage,O
12,group,O
13,tracked,O
14,as,O
15,RANCOR,B-Actor
16,that,O
17,has,O
18,been,O
19,targeting,O
20,entities,B-Target
21,in,O
22,South,O
23,East,O
24,Asia,O
25,.,O
26,According,O
27,to,O
28,the,O
29,experts,O
30,",",O
31,the,O
32,RANCOR,B-Actor
33,APT,O
34,group,O
35,has,O
36,been,O
37,targeting,O
38,political,B-Target
39,entities,I-Target
40,in,O
41,Singapore,O
42,",",O
43,Cambodia,O
44,",",O
45,and,O
46,Thailand,O
47,",",O
48,and,O
49,likely,O
50,in,O
51,other,O
52,countries,O
53,",",O
54,using,O
55,two,O
56,previously,O
57,unknown,O
58,strain,O
59,of,O
60,malware,O
61,.,O
62,The,O
63,two,O
64,malware,O
65,families,O
66,were,O
67,tracked,O
68,as,O
69,DDKONG,B-Malware
70,and,O
71,PLAINTEE,B-Malware
72,.,O
73,The,O
74,hackers,O
75,leverage,O
76,spear,O
77,phishing,O
78,messages,O
79,using,O
80,weaponized,O
81,documents,O
82,containing,O
83,details,O
84,taken,O
85,from,O
86,public,O
87,news,O
88,articles,O
89,on,O
90,political,O
91,news,O
92,and,O
93,events,O
94,.,O
95,These,O
96,decoy,O
97,documents,O
98,are,O
99,hosted,O
100,on,O
101,legitimate,O
102,websites,O
103,",",O
104,such,O
105,as,O
106,the,O
107,website,O
108,of,O
109,the,O
110,Cambodia,O
111,Government,O
112,",",O
113,and,O
114,Facebook,O
115,.,O
116,“,O
117,Throughout,O
118,2017,O
119,and,O
120,2018,O
121,Unit,O
122,42,O
123,has,O
124,been,O
125,tracking,O
126,and,O
127,observing,O
128,a,O
129,series,O
130,of,O
131,highly,O
132,targeted,O
133,attacks,O
134,focused,O
135,in,O
136,South,O
137,East,O
138,Asia,O
139,",",O
140,building,O
141,on,O
142,our,O
143,research,O
144,into,O
145,the,O
146,KHRAT,B-Malware
147,Trojan,O
148,.,O
149,”,O
150,reads,O
151,the,O
152,analysis,O
153,published,O
154,by,O
155,PaloAlto,O
156,Networks,O
157,.,O
158,“,O
159,Based,O
160,on,O
161,the,O
162,evidence,O
163,",",O
164,these,O
165,attacks,O
166,appear,O
167,to,O
168,be,O
169,conducted,O
170,by,O
171,the,O
172,same,O
173,set,O
174,of,O
175,attackers,O
176,using,O
177,previously,O
178,unknown,O
179,malware,O
180,families,O
181,.,O
182,In,O
183,addition,O
184,",",O
185,these,O
186,attacks,O
187,appear,O
188,to,O
189,be,O
190,highly,O
191,targeted,O
192,in,O
193,their,O
194,distribution,O
195,of,O
196,the,O
197,malware,O
198,used,O
199,",",O
200,as,O
201,well,O
202,as,O
203,the,O
204,targets,O
205,chosen,O
206,.,O
207,Based,O
208,on,O
209,these,O
210,factors,O
211,",",O
212,Unit,O
213,42,O
214,believes,O
215,the,O
216,attackers,O
217,behind,O
218,these,O
219,attacks,O
220,are,O
221,conducting,O
222,their,O
223,campaigns,O
224,for,O
225,espionage,O
226,purposes,O
227,.”,O
228,The,O
229,recent,O
230,campaign,O
231,appears,O
232,related,O
233,to,O
234,the,O
235,KHRAT,B-Malware
236,Trojan,O
237,",",O
238,a,O
239,backdoor,O
240,that,O
241,was,O
242,associated,O
243,with,O
244,the,O
245,China,O
246,-,O
247,linked,O
248,APT,O
249,group,O
250,tracked,O
251,as,O
252,DragonOK,B-Actor
253,(,O
254,also,O
255,known,O
256,as,O
257,NetTraveler,B-Actor
258,(,O
259,TravNet,B-Malware
260,"),",O
261,PlugX,B-Malware
262,",",O
263,Saker,B-Malware
264,",",O
265,Netbot,B-Malware
266,",",O
267,DarkStRat,B-Malware
268,",",O
269,and,O
270,ZeroT,B-Malware
271,i,I-Malware
272,).,O
273,The,O
274,KHRAT,B-Malware
275,RAT,O
276,provides,O
277,attackers,O
278,with,O
279,the,O
280,typical,O
281,set,O
282,of,O
283,RAT,O
284,features,O
285,",",O
286,including,O
287,remote,O
288,access,O
289,to,O
290,the,O
291,victim,O
292,system,O
293,",",O
294,keylogging,O
295,",",O
296,and,O
297,remote,O
298,shell,O
299,access,O
300,.,O
301,One,O
302,of,O
303,the,O
304,IP,O
305,addresses,O
306,for,O
307,the,O
308,domains,O
309,associated,O
310,with,O
311,the,O
312,KHRAT,B-Malware
313,backdoor,O
314,led,O
315,the,O
316,researchers,O
317,to,O
318,websites,O
319,mimicking,O
320,popular,O
321,technology,O
322,companies,O
323,(,O
324,i,O
325,.,O
326,e,O
327,.,O
328,facebook,O
329,-,O
330,apps,O
331,[.],O
332,com,O
333,).,O
334,The,O
335,experts,O
336,linked,O
337,the,O
338,malware,O
339,PLAINTEE,B-Malware
340,and,O
341,a,O
342,loader,O
343,to,O
344,the,O
345,domain,O
346,",",O
347,they,O
348,were,O
349,able,O
350,to,O
351,analyze,O
352,only,O
353,six,O
354,samples,O
355,that,O
356,were,O
357,associated,O
358,with,O
359,2,O
360,separate,O
361,infrastructure,O
362,clusters,O
363,.,O
364,PaloAlto,O
365,researchers,O
366,discovered,O
367,that,O
368,both,O
369,clusters,O
370,were,O
371,involved,O
372,in,O
373,the,O
374,campaigns,O
375,that,O
376,targeted,O
377,organizations,O
378,in,O
379,South,O
380,East,O
381,Asia,O
382,.,O
383,Experts,O
384,found,O
385,at,O
386,least,O
387,one,O
388,attack,O
389,against,O
390,a,O
391,company,O
392,leveraging,O
393,a,O
394,Microsoft,O
395,Office,O
396,Excel,O
397,document,O
398,with,O
399,an,O
400,embedded,O
401,macro,O
402,to,O
403,execute,O
404,the,O
405,malware,O
406,.,O
407,The,O
408,malware,O
409,was,O
410,hidden,O
411,in,O
412,the,O
413,EXIF,O
414,metadata,O
415,property,O
416,of,O
417,the,O
418,document,O
419,.,O
420,This,O
421,technique,O
422,was,O
423,used,O
424,last,O
425,year,O
426,by,O
427,the,O
428,Russia,O
429,-,O
430,linked,O
431,APT,O
432,group,O
433,Sofacy,B-Actor
434,.,O
435,Researchers,O
436,uncovered,O
437,another,O
438,attack,O
439,leveraging,O
440,an,O
441,HTML,O
442,Application,O
443,file,O
444,(.,O
445,hta,O
446,"),",O
447,and,O
448,a,O
449,series,O
450,of,O
451,attacks,O
452,that,O
453,used,O
454,DLL,O
455,loaders,O
456,.,O
457,“,O
458,We,O
459,identified,O
460,three,O
461,unique,O
462,DLL,O
463,loaders,O
464,during,O
465,this,O
466,analysis,O
467,.,O
468,The,O
469,loaders,O
470,are,O
471,extremely,O
472,simple,O
473,with,O
474,a,O
475,single,O
476,exported,O
477,function,O
478,and,O
479,are,O
480,responsible,O
481,for,O
