,Text,Label
0,Experts,O
1,at,O
2,Proofpoint,O
3,noticed,O
4,the,O
5,infamous,O
6,cyber,O
7,crime,O
8,gang,O
9,Carbanak,B-Actor
10,has,O
11,added,O
12,a,O
13,new,O
14,JScript,O
15,backdoor,O
16,dubbed,O
17,Bateleur,B-Malware
18,Backdoor,O
19,to,O
20,its,O
21,arsenal,O
22,.,O
23,According,O
24,to,O
25,researchers,O
26,at,O
27,security,O
28,firm,O
29,Proofpoint,O
30,",",O
31,the,O
32,infamous,O
33,cyber,O
34,crime,O
35,gang,O
36,cyber,O
37,crime,O
38,gang,O
39,Carbanak,B-Actor
40,has,O
41,added,O
42,a,O
43,new,O
44,JScript,O
45,backdoor,O
46,dubbed,O
47,Bateleur,B-Malware
48,Backdoor,O
49,to,O
50,its,O
51,arsenal,O
52,.,O
53,Carbanak,B-Actor
54,",",O
55,aka,O
56,Carbanak,B-Actor
57,",",O
58,aka,O
59,FIN7,B-Actor
60,",",O
61,has,O
62,also,O
63,used,O
64,updated,O
65,macros,O
66,.,O
67,The,O
68,Carbanak,B-Actor
69,gang,O
70,was,O
71,first,O
72,discovered,O
73,by,O
74,Kaspersky,O
75,Lab,O
76,in,O
77,2015,O
78,.,O
79,the,O
80,group,O
81,has,O
82,stolen,O
83,at,O
84,least,O
85,$,O
86,300,O
87,million,O
88,from,O
89,100,O
90,financial,B-Target
91,institutions,I-Target
92,.,O
93,the,O
94,group,O
95,has,O
96,stolen,O
97,at,O
98,least,O
99,$,O
100,300,O
101,million,O
102,from,O
103,100,O
104,financial,B-Target
105,institutions,I-Target
106,.,O
107,In,O
108,early,O
109,2016,O
110,",",O
111,the,O
112,Carbanak,B-Actor
113,gang,O
114,target,O
115,banks,O
116,and,O
117,financial,B-Target
118,institutions,I-Target
119,",",O
120,mainly,O
121,in,O
122,the,O
123,US,O
124,and,O
125,the,O
126,Middle,O
127,East,O
128,.,O
129,target,O
130,banks,B-Target
131,and,O
132,financial,B-Target
133,institutions,I-Target
134,",",O
135,mainly,O
136,in,O
137,the,O
138,US,O
139,and,O
140,the,O
141,Middle,O
142,East,O
143,.,O
144,In,O
145,November,O
146,last,O
147,year,O
148,",",O
149,experts,O
150,at,O
151,Trustwave,O
152,uncovered,O
153,a,O
154,new,O
155,campaign,O
156,launched,O
157,by,O
158,the,O
159,group,O
160,targeting,O
161,organizations,O
162,in,O
163,the,O
164,hospitality,B-Target
165,sector,O
166,.,O
167,In,O
168,January,O
169,",",O
170,the,O
171,Carbanak,B-Actor
172,gang,O
173,started,O
174,using,O
175,Google,O
176,services,O
177,for,O
178,command,O
179,and,O
180,control,O
181,(,O
182,C,O
183,&,O
184,C,O
185,),O
186,communication,O
187,.,O
188,The,O
189,crooks,O
190,used,O
191,the,O
192,“,O
193,ggldr,O
194,”,O
195,script,O
196,to,O
197,send,O
198,and,O
199,receive,O
200,commands,O
201,to,O
202,and,O
203,from,O
204,Google,O
205,Apps,O
206,Script,O
207,",",O
208,Google,O
209,Sheets,O
210,",",O
211,and,O
212,Google,O
213,Forms,O
214,services,O
215,.,O
216,ggldr,O
217,”,O
218,script,O
219,to,O
220,send,O
221,and,O
222,receive,O
223,commands,O
224,to,O
225,and,O
226,from,O
227,Google,O
228,Apps,O
229,Script,O
230,",",O
231,Google,O
232,Sheets,O
233,",",O
234,and,O
235,Google,O
236,Forms,O
237,services,O
238,.,O
239,Hackers,O
240,used,O
241,to,O
242,create,O
243,a,O
244,unique,O
245,Google,O
246,Sheets,O
247,spreadsheet,O
248,for,O
249,each,O
250,infected,O
251,user,O
252,",",O
253,in,O
254,this,O
255,way,O
256,they,O
257,attempted,O
258,to,O
259,avoid,O
260,detection,O
261,.,O
262,In,O
263,May,O
264,",",O
265,researchers,O
266,at,O
267,Trustwave,O
268,observed,O
269,the,O
270,group,O
271,using,O
272,new,O
273,social,O
274,engineering,O
275,techniques,O
276,and,O
277,phishing,O
278,techniques,O
279,",",O
280,including,O
281,the,O
282,use,O
283,of,O
284,hidden,O
285,shortcut,O
286,files,O
287,(,O
288,LNK,O
289,files,O
290,),O
291,for,O
292,target,O
293,compromise,O
294,.,O
295,Back,O
296,to,O
297,the,O
298,present,O
299,",",O
300,the,O
301,group,O
302,started,O
303,using,O
304,new,O
305,macros,O
306,and,O
307,the,O
308,Bateleur,B-Malware
309,backdoor,O
310,in,O
311,attacks,O
312,against,O
313,United,O
314,States,O
315,-,O
316,based,O
317,chain,O
318,restaurants,O
319,.,O
320,United,O
321,States,O
322,-,O
323,based,O
324,chain,O
325,restaurants,O
326,.,O
327,“,O
328,Proofpoint,O
329,researchers,O
330,have,O
331,uncovered,O
332,that,O
333,the,O
334,threat,O
335,actor,O
336,commonly,O
337,referred,O
338,to,O
339,as,O
340,FIN7,B-Actor
341,has,O
342,added,O
343,a,O
344,new,O
345,JScript,O
346,backdoor,O
347,called,O
348,Bateleur,B-Malware
349,and,O
350,updated,O
351,macros,O
352,to,O
353,its,O
354,toolkit,O
355,.,O
356,We,O
357,have,O
358,observed,O
359,these,O
360,new,O
361,tools,O
362,being,O
363,used,O
364,to,O
365,target,O
366,U,O
367,.,O
368,S,O
369,.-,O
370,based,O
371,chain,O
372,restaurants,O
373,",",O
374,although,O
375,FIN7,B-Actor
376,has,O
377,previously,O
378,targeted,O
379,hospitality,B-Target
380,organizations,I-Target
381,",",O
382,retailers,B-Target
383,",",O
384,merchant,B-Target
385,services,I-Target
386,",",O
387,suppliers,B-Target
388,and,O
389,others,O
390,.”,O
391,”,O
392,reads,O
393,the,O
394,analysis,O
395,published,O
396,by,O
397,Proofpoint,O
398,.,O
399,The,O
400,new,O
401,macros,O
402,and,O
403,Bateleur,B-Malware
404,backdoor,O
405,use,O
406,sophisticated,O
407,anti,O
408,-,O
409,analysis,O
410,and,O
411,sandbox,O
412,evasion,O
413,techniques,O
414,as,O
415,they,O
416,attempt,O
417,to,O
418,cloak,O
419,their,O
420,activities,O
421,and,O
422,expand,O
423,their,O
424,victim,O
425,pool,O
426,.”,O
427,The,O
428,Carbanak,B-Actor
429,gang,O
