,Text,Label
0,Security,O
1,researchers,O
2,discovered,O
3,cyber,O
4,espionage,O
5,operation,O
6,dubbed,O
7,Magic,B-Campaign
8,Hound,I-Campaign
9,campaign,I-Campaign
10,that,O
11,is,O
12,linked,O
13,to,O
14,Iran,O
15,and,O
16,the,O
17,recent,O
18,Shamoon,B-Malware
19,2,I-Malware
20,attacks,O
21,.,O
22,Security,O
23,experts,O
24,at,O
25,Palo,O
26,Alto,O
27,Networks,O
28,have,O
29,discovered,O
30,a,O
31,new,O
32,cyber,O
33,espionage,O
34,campaign,O
35,linked,O
36,to,O
37,Iran,O
38,that,O
39,targeted,O
40,several,O
41,organizations,B-Target
42,in,O
43,the,O
44,Middle,O
45,East,O
46,.,O
47,The,O
48,espionage,O
49,campaign,O
50,dubbed,O
51,Magic,B-Campaign
52,Hound,I-Campaign
53,",",O
54,dates,O
55,back,O
56,at,O
57,least,O
58,mid,O
59,-,O
60,2016,O
61,.,O
62,Hackers,O
63,targeted,O
64,organizations,O
65,in,O
66,the,O
67,energy,B-Target
68,",",O
69,government,B-Target
70,",",O
71,and,O
72,technology,B-Target
73,industries,O
74,",",O
75,all,O
76,the,O
77,targets,O
78,are,O
79,located,O
80,or,O
81,have,O
82,an,O
83,interest,O
84,in,O
85,Saudi,O
86,Arabia,O
87,.,O
88,The,O
89,attackers,O
90,leverage,O
91,a,O
92,wide,O
93,range,O
94,of,O
95,custom,O
96,tools,O
97,and,O
98,an,O
99,open,O
100,-,O
101,source,O
102,cross,O
103,-,O
104,platform,O
105,remote,O
106,access,O
107,tool,O
108,(,O
109,RAT,O
110,),O
111,dubbed,O
112,Pupy,B-Malware
113,for,O
114,the,O
115,Magic,B-Campaign
116,Hound,I-Campaign
117,campaign,I-Campaign
118,.,O
119,“,O
120,According,O
121,to,O
122,the,O
123,developer,O
124,",",O
125,PupyRAT,B-Malware
126,is,O
127,a,O
128,“,O
129,multi,O
130,-,O
131,platform,O
132,(,O
133,Windows,O
134,",",O
135,Linux,O
136,",",O
137,OSX,O
138,",",O
139,Android,O
140,"),",O
141,multi,O
142,-,O
143,function,O
144,RAT,O
145,and,O
146,post,O
147,-,O
148,exploitation,O
149,tool,O
150,mainly,O
151,written,O
152,in,O
153,Python,O
154,.”,O
155,CTU,O
156,™,O
157,analysis,O
158,confirms,O
159,that,O
160,PupyRAT,B-Malware
161,can,O
162,give,O
163,the,O
164,threat,O
165,actor,O
166,full,O
167,access,O
168,to,O
169,the,O
170,victim,O
171,’,O
172,s,O
173,system,O
174,.”,O
175,reads,O
176,the,O
177,analysis,O
178,published,O
179,by,O
180,SecureWorks,O
181,.,O
182,The,O
183,arsenal,O
184,of,O
185,the,O
186,threat,O
187,actor,O
188,includes,O
189,different,O
190,types,O
191,of,O
192,custom,O
193,tools,O
194,such,O
195,as,O
196,droppers,O
197,",",O
198,downloaders,O
199,",",O
200,executable,O
201,loaders,O
202,",",O
203,document,O
204,loaders,O
205,and,O
206,IRC,O
207,bots,O
208,.,O
209,“,O
210,Unit,O
211,42,O
212,has,O
213,discovered,O
214,a,O
215,persistent,O
216,attack,O
217,campaign,O
218,operating,O
219,primarily,O
220,in,O
221,the,O
222,Middle,O
223,East,O
224,dating,O
225,back,O
226,to,O
227,at,O
228,least,O
229,mid,O
230,-,O
231,2016,O
232,which,O
233,we,O
234,have,O
235,named,O
236,Magic,B-Campaign
237,Hound,I-Campaign
238,.,O
239,This,O
240,appears,O
241,to,O
242,be,O
243,an,O
244,attack,O
245,campaign,O
246,focused,O
247,on,O
248,espionage,O
249,.,O
250,Based,O
251,upon,O
252,our,O
253,visibility,O
254,it,O
255,has,O
256,primarily,O
257,targeted,O
258,organizations,O
259,in,O
260,the,O
261,energy,B-Target
262,",",O
263,government,B-Target
264,",",O
265,and,O
266,technology,B-Target
267,sectors,O
268,that,O
269,are,O
270,either,O
271,in,O
272,in,O
273,or,O
274,business,O
275,interests,O
276,in,O
277,Saudi,O
278,Arabia,O
279,.”,O
280,reads,O
281,the,O
282,analysis,O
283,published,O
284,by,O
285,PaloAlto,O
286,Networks,O
287,.,O
288,“,O
289,Link,O
290,analysis,O
291,of,O
292,infrastructure,O
293,and,O
294,tools,O
295,also,O
296,revealed,O
297,a,O
298,potential,O
299,relationship,O
300,between,O
301,Magic,B-Campaign
302,Hound,I-Campaign
303,and,O
304,the,O
305,adversary,O
306,group,O
307,called,O
308,“,O
309,Rocket,B-Actor
310,Kitten,I-Actor
311,”,O
312,(,O
313,AKA,O
314,Operation,O
315,Saffron,B-Actor
316,Rose,I-Actor
317,",",O
318,Ajax,B-Actor
319,Security,I-Actor
320,Team,I-Actor
321,",",O
322,Operation,B-Actor
323,Woolen,I-Actor
324,-,I-Actor
325,Goldfish,I-Actor
326,),O
327,as,O
328,well,O
329,as,O
330,an,O
331,older,O
332,attack,O
333,campaign,O
334,called,O
335,Newscasters,B-Campaign
336,.”,O
337,The,O
338,same,O
339,campaign,O
340,was,O
341,also,O
342,monitored,O
343,by,O
344,experts,O
345,at,O
346,SecureWorks,O
347,that,O
348,attributed,O
349,it,O
350,to,O
351,a,O
352,threat,O
353,actor,O
354,tracked,O
355,as,O
356,COBALT,B-Actor
357,GYPSY,I-Actor
358,that,O
359,is,O
360,associated,O
361,with,O
362,the,O
363,Iranian,O
364,government,O
365,.,O
366,The,O
367,attackers,O
368,behind,O
369,the,O
370,Magic,B-Campaign
371,Hound,I-Campaign
372,used,O
373,Word,O
374,and,O
375,Excel,O
376,documents,O
377,embedding,O
378,malicious,O
379,macros,O
380,that,O
381,were,O
382,able,O
383,to,O
384,download,O
385,and,O
386,execute,O
387,additional,O
388,tools,O
389,using,O
390,PowerShell,O
391,.,O
392,The,O
393,bait,O
394,files,O
395,appear,O
396,to,O
397,be,O
398,holiday,O
399,greeting,O
400,cards,O
401,",",O
402,job,O
403,offers,O
404,",",O
405,and,O
406,official,O
407,government,O
408,documents,O
409,from,O
410,the,O
411,Ministry,O
412,of,O
413,Health,O
414,and,O
415,the,O
416,Ministry,O
417,of,O
418,Commerce,O
419,in,O
420,Saudi,O
421,Arabia,O
422,.,O
423,An,O
424,interesting,O
425,discovery,O
426,made,O
427,by,O
428,the,O
429,experts,O
430,is,O
431,that,O
432,some,O
433,of,O
434,the,O
435,domains,O
436,used,O
437,in,O
438,the,O
439,Magic,B-Campaign
440,Hound,I-Campaign
441,campaign,I-Campaign
442,were,O
443,also,O
444,uncovered,O
445,by,O
446,IBM,O
447,X,O
448,-,O
449,Force,O
450,researchers,O
451,in,O
452,the,O
453,analysis,O
454,of,O
455,the,O
456,Shamoon,B-Malware
457,2,I-Malware
458,attack,O
459,chain,O
460,.,O
461,According,O
462,to,O
