,Text,Label
0,The,O
1,Justice,O
2,Department,O
3,announced,O
4,an,O
5,effort,O
6,to,O
7,disrupt,O
8,the,O
9,VPNFilter,B-Malware
10,botnet,O
11,of,O
12,hundreds,O
13,of,O
14,thousands,O
15,of,O
16,infected,O
17,home,O
18,and,O
19,office,O
20,(,O
21,SOHO,O
22,),O
23,routers,O
24,and,O
25,other,O
26,networked,O
27,devices,O
28,under,O
29,the,O
30,control,O
31,of,O
32,a,O
33,Russia,O
34,-,O
35,linked,O
36,APT,O
37,group,O
38,.,O
39,Yesterday,O
40,Talos,O
41,and,O
42,other,O
43,security,O
44,firm,O
45,revealed,O
46,the,O
47,discovery,O
48,of,O
49,a,O
50,huge,O
51,botnet,O
52,tracked,O
53,as,O
54,VPNFilter,B-Malware
55,composed,O
56,of,O
57,more,O
58,than,O
59,500,O
60,",",O
61,000,O
62,compromised,O
63,routers,O
64,and,O
65,network,O
66,-,O
67,attached,O
68,storage,O
69,(,O
70,NAS,O
71,),O
72,devices,O
73,",",O
74,now,O
75,more,O
76,details,O
77,emerged,O
78,on,O
79,the,O
80,case,O
81,.,O
82,The,O
83,experts,O
84,believe,O
85,the,O
86,VPNFilter,B-Malware
87,was,O
88,developed,O
89,by,O
90,Russia,O
91,",",O
92,the,O
93,associated,O
94,malware,O
95,compromised,O
96,devices,O
97,across,O
98,54,O
99,countries,O
100,",",O
101,most,O
102,of,O
103,them,O
104,in,O
105,Ukraine,O
106,.,O
107,On,O
108,May,O
109,8,O
110,",",O
111,Talos,O
112,researchers,O
113,observed,O
114,a,O
115,spike,O
116,in,O
117,VPNFilter,B-Malware
118,infection,O
119,activity,O
120,",",O
121,most,O
122,infections,O
123,in,O
124,Ukraine,O
125,and,O
126,the,O
127,majority,O
128,of,O
129,compromised,O
130,devices,O
131,contacted,O
132,a,O
133,separate,O
134,stage,O
135,2,O
136,C2,O
137,infrastructure,O
138,at,O
139,the,O
140,IP,O
141,46,O
142,.,O
143,151,O
144,.,O
145,209,O
146,[.],O
147,33,O
148,.,O
149,The,O
150,experts,O
151,discovered,O
152,the,O
153,VPNFilter,B-Malware
154,malware,O
155,has,O
156,infected,O
157,devices,O
158,manufactured,O
159,by,O
160,Linksys,O
161,",",O
162,MikroTik,O
163,",",O
164,Netgear,O
165,",",O
166,QNAP,O
167,",",O
168,and,O
169,TP,O
170,-,O
171,Link,O
172,.,O
173,The,O
174,US,O
175,Justice,O
176,Department,O
177,announced,O
178,it,O
179,had,O
180,seized,O
181,a,O
182,domain,O
183,used,O
184,as,O
185,part,O
186,of,O
187,the,O
188,command,O
189,and,O
190,control,O
191,infrastructure,B-Target
