,Text,Label
0,Hackers,O
1,leverage,O
2,a,O
3,new,O
4,backdoor,O
5,dubbedto,O
6,spy,O
7,on,O
8,governments,O
9,and,O
10,diplomats,O
11,.,O
12,The,O
13,campaign,O
14,active,O
15,at,O
16,least,O
17,since,O
18,2016,O
19,was,O
20,associatedRussian,O
21,Turla,B-Actor
22,APT,O
23,group,O
24,.,O
25,Security,O
26,researchers,O
27,at,O
28,ESET,O
29,have,O
30,spotted,O
31,a,O
32,new,O
33,cyber,O
34,espionage,O
35,campaign,O
36,targeting,O
37,embassies,B-Target
38,",",O
39,consulates,B-Target
40,",",O
41,and,O
42,ministries,B-Target
43,worldwide,O
44,.,O
45,Researchers,O
46,from,O
47,Kaspersky,O
48,have,O
49,also,O
50,monitored,O
51,this,O
52,campaign,O
53,that,O
54,they,O
55,called,O
56,‘,B-Campaign
57,Whitebear,I-Campaign
58,’,I-Campaign
59,APT,I-Campaign
60,campaign,I-Campaign
61,.,O
62,“,O
63,WhiteBear,B-Malware
64,is,O
65,a,O
66,parallel,O
67,project,O
68,or,O
69,second,O
70,stage,O
71,of,O
72,the,O
73,Skipper,B-Malware
74,Turla,I-Malware
75,cluster,O
76,of,O
77,activity,O
78,documented,O
79,in,O
80,another,O
81,private,O
82,intelligence,O
83,report,O
84,“,O
85,Skipper,B-Malware
86,Turla,I-Malware
87,–,O
88,the,O
89,White,O
90,Atlas,O
91,framework,O
92,”,O
93,from,O
94,mid,O
95,-,O
96,2016,O
97,.,O
98,Like,O
99,previous,O
100,Turla,B-Malware
101,activity,O
102,",",O
103,WhiteBear,B-Malware
104,leverages,O
105,compromised,O
106,websites,O
107,and,O
108,hijacked,O
109,satellite,O
110,connections,O
111,for,O
112,command,O
113,and,O
114,control,O
115,(,O
116,C2,O
117,),O
118,infrastructure,O
119,.,O
120,”,O
121,states,O
122,Kaspersky,O
123,.,O
124,“,O
125,From,O
126,February,O
127,to,O
128,September,O
129,2016,O
130,",",O
131,WhiteBear,O
132,activity,O
133,was,O
134,narrowly,O
135,focused,O
136,on,O
137,embassies,B-Target
138,and,O
139,consular,B-Target
140,operations,I-Target
141,around,O
142,the,O
143,world,O
144,.,O
145,All,O
146,of,O
147,these,O
148,early,O
149,WhiteBear,O
150,targets,O
151,were,O
152,related,O
153,to,O
154,embassies,O
155,and,O
156,diplomatic,O
157,/,O
158,foreign,O
159,affair,O
160,organizations,O
161,.”,O
162,The,O
163,Gazer,B-Malware
164,backdoor,O
165,was,O
166,written,O
167,in,O
168,C,O
169,"++,",O
170,hackers,O
171,deliver,O
172,the,O
173,malicious,O
174,code,O
175,via,O
176,spear,O
177,phishing,O
178,emails,O
179,and,O
180,compromise,O
181,the,O
182,targeted,O
183,computers,O
184,in,O
185,two,O
186,stages,O
187,.,O
188,In,O
189,the,O
190,first,O
191,stage,O
192,",",O
193,the,O
194,malware,O
195,drops,O
196,another,O
197,backdoor,O
198,dubbed,O
199,Skipperbackdoor,B-Malware
200,",",O
201,then,O
202,installs,O
203,the,O
204,Gazer,B-Malware
205,malicious,O
206,code,O
207,.,O
208,“,O
209,Security,O
210,researchers,O
211,at,O
212,ESET,O
213,have,O
214,released,O
215,new,O
216,research,O
217,today,O
218,into,O
219,the,O
220,activities,O
221,of,O
222,the,O
223,notorious,O
224,Turla,B-Actor
225,cyberespionage,O
226,group,O
227,",",O
228,and,O
229,specifically,O
230,a,O
231,previously,O
232,undocumented,O
233,backdoor,O
234,that,O
235,has,O
236,been,O
237,used,O
238,to,O
239,spy,O
240,on,O
241,consulates,O
242,and,O
243,embassies,O
244,worldwide,O
245,.”,O
246,reads,O
247,the,O
248,analysis,O
249,published,O
250,by,O
251,ESET,O
252,.,O
253,“,O
254,ESET,O
255,’,O
256,s,O
257,research,O
258,team,O
259,are,O
260,the,O
261,first,O
262,in,O
263,the,O
264,world,O
265,to,O
266,document,O
267,the,O
268,advanced,O
269,backdoor,O
270,malware,O
271,",",O
272,which,O
273,they,O
274,have,O
275,named,O
276,“,O
277,Gazer,B-Malware
278,"”,",O
279,despite,O
280,evidence,O
281,that,O
282,it,O
283,has,O
284,been,O
285,actively,O
286,deployed,O
287,in,O
288,targeted,O
289,attacks,O
290,against,O
291,governments,O
292,and,O
293,diplomats,O
294,since,O
295,at,O
296,least,O
297,2016,O
298,.”,O
