,Text,Label
0,Recently,O
1,experts,O
2,from,O
3,MalwareHunterTeam,O
4,discovered,O
5,FireCrypt,B-Malware
6,ransomware,O
7,",",O
8,a,O
9,threat,O
10,that,O
11,comes,O
12,as,O
13,a,O
14,malware,O
15,building,O
16,kit,O
17,and,O
18,includes,O
19,DDoS,O
20,code,O
21,.,O
22,Ransomware,O
23,has,O
24,become,O
25,one,O
26,of,O
27,the,O
28,fastest,O
29,growing,O
30,threats,O
31,",",O
32,new,O
33,malware,O
34,implements,O
35,sophisticated,O
36,features,O
37,to,O
38,avoid,O
39,detection,O
40,and,O
41,rapidly,O
42,spread,O
43,among,O
44,the,O
45,greatest,O
46,number,O
47,of,O
48,machines,O
49,.,O
50,Recently,O
51,experts,O
52,from,O
53,MalwareHunterTeam,O
54,discovered,O
55,a,O
56,new,O
57,strain,O
58,of,O
59,ransomware,O
60,dubbed,O
61,FireCrypt,B-Malware
62,",",O
63,that,O
64,includes,O
65,also,O
66,a,O
67,component,O
68,to,O
69,launch,O
70,DDoS,O
71,attacks,O
72,.,O
73,The,O
74,experts,O
75,noticed,O
76,that,O
77,FireCrypt,B-Malware
78,continuously,O
79,connects,O
80,to,O
81,s,O
82,certain,O
83,URL,O
84,and,O
85,downloads,O
86,content,O
87,from,O
88,it,O
89,and,O
90,saves,O
91,it,O
92,to,O
93,the,O
94,local,O
95,machine,O
96,’,O
97,s,O
98,%,O
99,Temp,O
100,%,O
101,folder,O
102,.,O
103,In,O
104,this,O
105,way,O
106,",",O
107,the,O
108,malware,O
109,fills,O
110,the,O
111,machine,O
112,with,O
113,junk,O
114,files,O
115,",",O
116,the,O
117,URL,O
118,is,O
119,hardcoded,O
120,in,O
121,the,O
122,source,O
123,code,O
124,of,O
125,the,O
126,malware,O
127,.,O
128,The,O
129,DDoS,O
130,component,O
131,analyzed,O
132,by,O
133,the,O
134,researchers,O
135,targets,O
136,the,O
137,official,O
138,portal,O
139,of,O
140,Pakistan,O
141,’,O
142,s,O
143,Telecommunication,O
144,Authority,O
145,(,O
146,http,O
147,://,O
148,www,O
149,.,O
150,pta,O
151,.,O
152,gov,O
153,(.),O
154,pk,O
155,/,O
156,index,O
157,.,O
158,php,O
159,),O
160,and,O
161,downloads,O
162,the,O
163,content,O
164,to,O
165,a,O
166,file,O
167,in,O
168,the,O
169,%,O
170,Temp,O
171,%,O
172,folder,O
173,.,O
174,The,O
175,FireCrypt,B-Malware
176,ransomware,O
177,is,O
178,created,O
179,with,O
180,a,O
181,malware,O
182,builder,O
183,dubbed,O
184,BleedGreen,B-Malware
185,and,O
186,leverages,O
187,a,O
188,command,O
189,-,O
190,line,O
191,application,O
192,that,O
193,automates,O
194,the,O
195,process,O
196,of,O
197,putting,O
198,FireCrypt,B-Malware
199,samples,O
200,together,O
201,.,O
202,BleedGreen,B-Malware
203,allows,O
204,to,O
205,rapidly,O
206,customize,O
207,the,O
208,ransomware,O
209,generating,O
210,a,O
211,unique,O
212,executable,O
213,with,O
214,a,O
215,custom,O
216,name,O
217,and,O
218,a,O
219,file,O
220,icon,O
221,chosen,O
222,by,O
223,the,O
224,creator,O
225,.,O
226,According,O
227,to,O
228,the,O
229,malware,O
230,researchers,O
231,the,O
232,ransomware,O
233,builder,O
234,is,O
235,very,O
236,trivial,O
237,.,O
238,“,O
239,Compared,O
240,to,O
241,other,O
242,ransomware,O
243,builders,O
244,",",O
245,this,O
246,is,O
247,a,O
248,very,O
249,low,O
250,-,O
251,end,O
252,application,O
253,.,O
254,Similar,O
255,builders,O
256,usually,O
257,allow,O
258,crooks,O
259,to,O
260,customize,O
261,a,O
262,wider,O
263,set,O
264,of,O
265,options,O
266,",",O
267,such,O
268,as,O
269,the,O
270,Bitcoin,O
271,address,O
272,where,O
273,to,O
274,receive,O
275,payments,O
276,",",O
277,the,O
278,ransom,O
279,demand,O
280,value,O
281,",",O
282,contact,O
283,email,O
284,address,O
285,",",O
286,and,O
287,more,O
288,.”,O
289,states,O
290,a,O
291,blog,O
292,post,O
293,published,O
294,by,O
295,Bleepingcomputer,O
296,.,O
297,com,O
298,.,O
299,The,O
300,builder,O
301,is,O
302,able,O
303,to,O
304,disguise,O
305,the,O
306,FireCrypt,B-Malware
307,executable,O
308,under,O
309,a,O
310,PDF,O
311,or,O
312,DOC,O
313,icon,O
314,",",O
315,it,O
316,is,O
317,also,O
318,able,O
319,to,O
320,make,O
321,small,O
322,changes,O
323,to,O
324,the,O
325,binary,O
326,to,O
327,make,O
328,harder,O
329,the,O
330,ransomware,O
331,detection,O
332,.,O
333,The,O
334,infection,O
335,process,O
336,starts,O
337,when,O
338,a,O
339,victim,O
340,’,O
341,s,O
342,launches,O
343,the,O
344,executable,O
345,(,O
346,EXE,O
347,file,O
348,),O
349,generated,O
350,by,O
351,the,O
352,builder,O
353,.,O
354,The,O
355,ransomware,O
356,first,O
357,kills,O
358,the,O
359,Task,O
360,Manager,O
361,(,O
362,taskmgr,O
363,.,O
364,exe,O
365,),O
366,process,O
367,and,O
368,starts,O
369,encrypting,O
370,user,O
371,’,O
372,s,O
373,files,O
374,with,O
375,AES,O
376,-,O
377,256,O
378,encryption,O
379,.,O
380,Files,O
381,encrypted,O
382,by,O
383,FireCrypt,B-Malware
384,are,O
385,easy,O
386,to,O
387,recognize,O
388,because,O
389,the,O
390,malware,O
391,appends,O
392,the,O
393,.,O
394,firecrypt,O
395,extension,O
396,the,O
397,file,O
398,name,O
399,.,O
400,The,O
401,ransomware,O
402,drops,O
403,a,O
404,ransom,O
405,note,O
406,on,O
407,the,O
408,desktop,O
409,that,O
410,is,O
411,identical,O
412,to,O
413,that,O
414,used,O
415,by,O
416,the,O
417,Deadly,B-Malware
418,for,I-Malware
419,a,I-Malware
420,Good,I-Malware
421,Purpose,I-Malware
422,Ransomware,I-Malware
423,and,O
424,the,O
425,two,O
426,malware,O
427,present,O
428,many,O
429,similarities,O
430,.,O
431,“,O
432,Compared,O
433,to,O
434,FireCrypt,B-Malware
435,",",O
436,the,O
437,only,O
438,difference,O
439,is,O
440,that,O
441,the,O
442,Deadly,B-Malware
443,for,I-Malware
444,a,I-Malware
445,Good,I-Malware
446,Purpose,I-Malware
447,Ransomware,I-Malware
448,also,O
449,featured,O
450,a,O
451,logo,O
452,at,O
453,the,O
454,top,O
455,of,O
456,the,O
457,ransom,O
458,note,O
459,",",O
460,now,O
461,missing,O
462,in,O
463,FireCrypt,B-Malware
464,.,O
465,But,O
466,",",O
467,at,O
468,a,O
469,close,O
470,inspection,O
471,of,O
472,Deadly,O
473,’,O
474,s,O
475,source,O
476,code,O
477,",",O
478,MalwareHunterTeam,O
479,was,O
480,able,O
481,to,O
482,discover,O
483,that,O
484,both,O
485,ransomware,O
486,versions,O
487,used,O
488,the,O
489,same,O
490,email,O
491,and,O
492,Bitcoin,O
493,addresses,O
494,",",O
495,showing,O
496,a,O
497,clear,O
498,connection,O
499,between,O
500,the,O
501,two,O
502,",",O
503,with,O
504,FireCrypt,B-Malware
505,being,O
506,a,O
507,rebranded,O
508,version,O
509,of,O
510,the,O
511,original,O
512,Deadly,B-Malware
513,for,I-Malware
514,a,I-Malware
515,Good,I-Malware
516,Purpose,I-Malware
517,Ransomware,I-Malware
518,.”,O
519,continues,O
520,the,O
521,post,O
522,on,O
523,Bleepingcomputer,O
524,.,O
525,Let,O
526,’,O
527,s,O
528,close,O
529,with,O
530,a,O
531,reflection,O
532,on,O
533,the,O
534,DDoS,O
535,component,O
536,",",O
537,the,O
538,target,O
539,URL,O
540,cannot,O
541,be,O
542,modified,O
543,by,O
544,the,O
545,ransomware,O
546,builder,O
547,and,O
548,the,O
549,DDoS,O
550,attack,O
551,is,O
552,not,O
553,effective,O
554,because,O
555,it,O
556,requires,O
557,to,O
558,infect,O
559,a,O
560,huge,O
561,number,O
562,of,O
563,PCs,O
564,at,O
565,the,O
566,same,O
567,time,O
568,that,O
569,would,O
570,also,O
571,be,O
572,connected,O
573,to,O
574,the,O
575,Internet,O
576,simultaneously,O
577,.,O
578,Pierluigi,O
579,Paganini,O
580,(,O
581,Security,O
582,Affairs,O
583,–,O
584,FireCrypt,B-Malware
585,ransomware,O
586,",",O
587,malware,O
588,),O
589,Share,O
590,On,O
